,동이름,2008.4/4,2009.4/4,2010.4/4,2011.4/4,2012.4/4,2013.4/4,2014.4/4,2015.4/4,2016.4/4,2017.4/4
295,시흥5동,"26,122","25,490","25,294","24,609","24,104","23,600","23,499","23,158","22,886","21,877"
296,여의동,"33,941","34,374","34,978","34,696","34,364","34,197","33,934","34,094","34,013","33,718"
297,당산1동,"20,936","20,860","22,115","21,873","21,246","21,155","21,228","21,433","21,260","21,261"
298,당산2동,"33,493","33,335","34,188","34,619","34,437","35,490","35,480","36,016","36,518","35,684"
299,양평1동,"17,300","17,116","17,331","17,689","17,656","17,454","17,044","17,334","17,333","17,194"
300,양평2동,"21,924","21,911","22,094","22,512","22,514","22,256","22,090","22,227","22,602","22,769"
301,신길1동,"26,620","26,202","26,767","25,662","23,813","23,224","22,847","22,246","21,836","20,494"
302,신길3동,"20,995","20,773","20,595","18,655","17,786","17,532","17,206","16,576","18,110","17,780"
303,신길4동,"14,767","14,601","14,551","14,286","13,946","13,675","13,379","13,186","11,556","10,712"
304,신길5동,"20,030","21,118","21,610","21,646","19,728","18,542","18,179","17,854","15,326","13,079"
305,신길6동,"26,016","26,005","26,396","25,572","24,791","24,401","24,189","23,903","21,453","20,019"
306,신길7동,"20,344","20,357","19,876","16,725","15,864","15,495","15,524","15,212","13,031","17,292"
307,대림1동,"20,970","20,043","21,475","21,780","19,998","19,719","19,410","18,946","17,890","16,843"
308,대림2동,"27,705","27,157","26,339","26,166","25,417","25,020","25,507","24,461","23,028","21,811"
309,대림3동,"33,951","33,275","32,771","32,603","31,881","31,750","31,780","31,178","30,621","29,654"
310,영등포본동,"28,360","28,422","29,051","28,599","28,024","27,452","27,313","26,898","26,350","25,703"
311,영등포동,"19,169","19,173","20,076","21,058","20,801","20,065","20,606","20,471","20,933","24,055"
312,도림동,"24,923","24,775","22,778","22,570","21,841","21,394","23,495","23,650","23,089","22,274"
313,문래동,"32,093","32,250","32,657","32,844","32,758","32,751","32,224","32,126","31,830","31,682"
314,노량진2동,"18,033","17,866","17,729","17,196","16,697","16,045","15,712","15,374","14,949","14,585"
315,상도1동,"40,003","39,916","40,625","40,706","43,787","47,416","48,197","48,387","48,245","48,471"
316,상도2동,"25,910","26,211","26,915","26,397","26,232","26,190","25,927","24,880","27,817","27,549"
317,상도3동,"24,295","24,739","25,095","25,143","24,985","25,184","25,358","25,490","26,041","26,304"
318,상도4동,"30,076","30,037","30,399","30,193","30,065","29,897","30,010","30,151","30,501","30,357"
319,사당1동,"23,536","23,401","24,377","24,559","24,361","24,108","23,864","23,877","23,961","23,872"
320,사당3동,"26,013","25,637","25,517","25,923","26,396","26,513","26,174","24,835","24,625","24,967"
321,사당4동,"14,853","15,432","15,516","15,400","15,380","15,093","15,038","15,279","15,043","14,940"
322,사당5동,"16,088","15,772","15,924","15,879","15,612","15,405","15,161","13,718","13,389","13,316"
323,대방동,"39,788","39,625","40,939","40,862","40,795","40,651","40,180","40,321","40,656","40,684"
324,신대방1동,"29,976","29,784","29,976","29,920","28,931","28,636","28,603","28,145","27,939","27,427"
325,신대방2동,"20,919","20,337","21,133","21,330","21,431","21,520","21,414","21,587","21,461","20,867"
326,흑석동,"34,616","33,326","33,752","34,953","36,533","38,806","38,487","35,941","35,115","33,532"
327,노량진1동,"35,006","34,607","34,898","34,935","35,008","34,380","33,889","33,850","33,400","32,784"
328,사당2동,"31,822","31,283","31,019","30,262","30,050","31,641","31,247","30,939","30,105","28,838"
329,보라매동,"27,560","27,750","30,162","30,321","28,345","27,251","27,127","26,976","26,649","26,484"
330,청림동,"17,772","17,560","17,383","17,532","17,288","16,868","16,828","17,128","16,974","16,695"
331,행운동,"30,706","30,553","30,382","30,402","30,334","30,055","30,317","30,368","30,578","30,399"
332,낙성대동,"18,297","18,180","18,281","18,260","18,327","19,202","18,732","18,368","18,213","17,882"
333,중앙동,"15,056","14,791","15,248","15,244","15,279","15,233","15,211","15,359","15,368","15,506"
334,인헌동,"29,440","29,240","29,010","28,730","28,769","28,610","28,240","28,098","28,004","27,748"
335,남현동,"18,029","18,005","18,026","18,294","18,368","18,359","18,315","18,568","18,981","19,022"
336,서원동,"28,402","27,914","27,588","24,558","24,274","24,159","24,057","24,108","23,973","23,542"
337,신원동,"21,530","21,143","20,978","20,331","20,484","20,248","20,267","20,389","20,272","19,940"
338,서림동,"25,352","24,943","24,903","24,969","24,916","24,850","25,137","25,468","25,475","25,264"
339,신사동,"27,930","27,701","27,530","25,942","26,716","26,938","27,040","26,976","26,627","26,229"
340,신사동,"27,930","27,701","27,530","25,942","26,716","26,938","27,040","26,976","26,627","18,105"
341,신사동,"27,930","27,701","27,530","25,942","26,716","26,938","27,040","26,976","18,349","26,229"
342,신사동,"27,930","27,701","27,530","25,942","26,716","26,938","27,040","26,976","18,349","18,105"
343,신사동,"27,930","27,701","27,530","25,942","26,716","26,938","27,040","18,570","26,627","26,229"
344,신사동,"27,930","27,701","27,530","25,942","26,716","26,938","27,040","18,570","26,627","18,105"
345,신사동,"27,930","27,701","27,530","25,942","26,716","26,938","27,040","18,570","18,349","26,229"
346,신사동,"27,930","27,701","27,530","25,942","26,716","26,938","27,040","18,570","18,349","18,105"
347,신사동,"27,930","27,701","27,530","25,942","26,716","26,938","19,114","26,976","26,627","26,229"
348,신사동,"27,930","27,701","27,530","25,942","26,716","26,938","19,114","26,976","26,627","18,105"
349,신사동,"27,930","27,701","27,530","25,942","26,716","26,938","19,114","26,976","18,349","26,229"
350,신사동,"27,930","27,701","27,530","25,942","26,716","26,938","19,114","26,976","18,349","18,105"
351,신사동,"27,930","27,701","27,530","25,942","26,716","26,938","19,114","18,570","26,627","26,229"
352,신사동,"27,930","27,701","27,530","25,942","26,716","26,938","19,114","18,570","26,627","18,105"
353,신사동,"27,930","27,701","27,530","25,942","26,716","26,938","19,114","18,570","18,349","26,229"
354,신사동,"27,930","27,701","27,530","25,942","26,716","26,938","19,114","18,570","18,349","18,105"
355,신사동,"27,930","27,701","27,530","25,942","26,716","19,753","27,040","26,976","26,627","26,229"
356,신사동,"27,930","27,701","27,530","25,942","26,716","19,753","27,040","26,976","26,627","18,105"
357,신사동,"27,930","27,701","27,530","25,942","26,716","19,753","27,040","26,976","18,349","26,229"
358,신사동,"27,930","27,701","27,530","25,942","26,716","19,753","27,040","26,976","18,349","18,105"
359,신사동,"27,930","27,701","27,530","25,942","26,716","19,753","27,040","18,570","26,627","26,229"
360,신사동,"27,930","27,701","27,530","25,942","26,716","19,753","27,040","18,570","26,627","18,105"
361,신사동,"27,930","27,701","27,530","25,942","26,716","19,753","27,040","18,570","18,349","26,229"
362,신사동,"27,930","27,701","27,530","25,942","26,716","19,753","27,040","18,570","18,349","18,105"
363,신사동,"27,930","27,701","27,530","25,942","26,716","19,753","19,114","26,976","26,627","26,229"
364,신사동,"27,930","27,701","27,530","25,942","26,716","19,753","19,114","26,976","26,627","18,105"
365,신사동,"27,930","27,701","27,530","25,942","26,716","19,753","19,114","26,976","18,349","26,229"
366,신사동,"27,930","27,701","27,530","25,942","26,716","19,753","19,114","26,976","18,349","18,105"
367,신사동,"27,930","27,701","27,530","25,942","26,716","19,753","19,114","18,570","26,627","26,229"
368,신사동,"27,930","27,701","27,530","25,942","26,716","19,753","19,114","18,570","26,627","18,105"
369,신사동,"27,930","27,701","27,530","25,942","26,716","19,753","19,114","18,570","18,349","26,229"
370,신사동,"27,930","27,701","27,530","25,942","26,716","19,753","19,114","18,570","18,349","18,105"
371,신사동,"27,930","27,701","27,530","25,942","20,306","26,938","27,040","26,976","26,627","26,229"
372,신사동,"27,930","27,701","27,530","25,942","20,306","26,938","27,040","26,976","26,627","18,105"
373,신사동,"27,930","27,701","27,530","25,942","20,306","26,938","27,040","26,976","18,349","26,229"
374,신사동,"27,930","27,701","27,530","25,942","20,306","26,938","27,040","26,976","18,349","18,105"
375,신사동,"27,930","27,701","27,530","25,942","20,306","26,938","27,040","18,570","26,627","26,229"
376,신사동,"27,930","27,701","27,530","25,942","20,306","26,938","27,040","18,570","26,627","18,105"
377,신사동,"27,930","27,701","27,530","25,942","20,306","26,938","27,040","18,570","18,349","26,229"
378,신사동,"27,930","27,701","27,530","25,942","20,306","26,938","27,040","18,570","18,349","18,105"
379,신사동,"27,930","27,701","27,530","25,942","20,306","26,938","19,114","26,976","26,627","26,229"
380,신사동,"27,930","27,701","27,530","25,942","20,306","26,938","19,114","26,976","26,627","18,105"
381,신사동,"27,930","27,701","27,530","25,942","20,306","26,938","19,114","26,976","18,349","26,229"
382,신사동,"27,930","27,701","27,530","25,942","20,306","26,938","19,114","26,976","18,349","18,105"
383,신사동,"27,930","27,701","27,530","25,942","20,306","26,938","19,114","18,570","26,627","26,229"
384,신사동,"27,930","27,701","27,530","25,942","20,306","26,938","19,114","18,570","26,627","18,105"
385,신사동,"27,930","27,701","27,530","25,942","20,306","26,938","19,114","18,570","18,349","26,229"
386,신사동,"27,930","27,701","27,530","25,942","20,306","26,938","19,114","18,570","18,349","18,105"
387,신사동,"27,930","27,701","27,530","25,942","20,306","19,753","27,040","26,976","26,627","26,229"
388,신사동,"27,930","27,701","27,530","25,942","20,306","19,753","27,040","26,976","26,627","18,105"
389,신사동,"27,930","27,701","27,530","25,942","20,306","19,753","27,040","26,976","18,349","26,229"
390,신사동,"27,930","27,701","27,530","25,942","20,306","19,753","27,040","26,976","18,349","18,105"
391,신사동,"27,930","27,701","27,530","25,942","20,306","19,753","27,040","18,570","26,627","26,229"
392,신사동,"27,930","27,701","27,530","25,942","20,306","19,753","27,040","18,570","26,627","18,105"
393,신사동,"27,930","27,701","27,530","25,942","20,306","19,753","27,040","18,570","18,349","26,229"
394,신사동,"27,930","27,701","27,530","25,942","20,306","19,753","27,040","18,570","18,349","18,105"
395,신사동,"27,930","27,701","27,530","25,942","20,306","19,753","19,114","26,976","26,627","26,229"
396,신사동,"27,930","27,701","27,530","25,942","20,306","19,753","19,114","26,976","26,627","18,105"
397,신사동,"27,930","27,701","27,530","25,942","20,306","19,753","19,114","26,976","18,349","26,229"
398,신사동,"27,930","27,701","27,530","25,942","20,306","19,753","19,114","26,976","18,349","18,105"
399,신사동,"27,930","27,701","27,530","25,942","20,306","19,753","19,114","18,570","26,627","26,229"
400,신사동,"27,930","27,701","27,530","25,942","20,306","19,753","19,114","18,570","26,627","18,105"
401,신사동,"27,930","27,701","27,530","25,942","20,306","19,753","19,114","18,570","18,349","26,229"
402,신사동,"27,930","27,701","27,530","25,942","20,306","19,753","19,114","18,570","18,349","18,105"
403,신사동,"27,930","27,701","27,530","20,870","26,716","26,938","27,040","26,976","26,627","26,229"
404,신사동,"27,930","27,701","27,530","20,870","26,716","26,938","27,040","26,976","26,627","18,105"
405,신사동,"27,930","27,701","27,530","20,870","26,716","26,938","27,040","26,976","18,349","26,229"
406,신사동,"27,930","27,701","27,530","20,870","26,716","26,938","27,040","26,976","18,349","18,105"
407,신사동,"27,930","27,701","27,530","20,870","26,716","26,938","27,040","18,570","26,627","26,229"
408,신사동,"27,930","27,701","27,530","20,870","26,716","26,938","27,040","18,570","26,627","18,105"
409,신사동,"27,930","27,701","27,530","20,870","26,716","26,938","27,040","18,570","18,349","26,229"
410,신사동,"27,930","27,701","27,530","20,870","26,716","26,938","27,040","18,570","18,349","18,105"
411,신사동,"27,930","27,701","27,530","20,870","26,716","26,938","19,114","26,976","26,627","26,229"
412,신사동,"27,930","27,701","27,530","20,870","26,716","26,938","19,114","26,976","26,627","18,105"
413,신사동,"27,930","27,701","27,530","20,870","26,716","26,938","19,114","26,976","18,349","26,229"
414,신사동,"27,930","27,701","27,530","20,870","26,716","26,938","19,114","26,976","18,349","18,105"
415,신사동,"27,930","27,701","27,530","20,870","26,716","26,938","19,114","18,570","26,627","26,229"
416,신사동,"27,930","27,701","27,530","20,870","26,716","26,938","19,114","18,570","26,627","18,105"
417,신사동,"27,930","27,701","27,530","20,870","26,716","26,938","19,114","18,570","18,349","26,229"
418,신사동,"27,930","27,701","27,530","20,870","26,716","26,938","19,114","18,570","18,349","18,105"
419,신사동,"27,930","27,701","27,530","20,870","26,716","19,753","27,040","26,976","26,627","26,229"
420,신사동,"27,930","27,701","27,530","20,870","26,716","19,753","27,040","26,976","26,627","18,105"
421,신사동,"27,930","27,701","27,530","20,870","26,716","19,753","27,040","26,976","18,349","26,229"
422,신사동,"27,930","27,701","27,530","20,870","26,716","19,753","27,040","26,976","18,349","18,105"
423,신사동,"27,930","27,701","27,530","20,870","26,716","19,753","27,040","18,570","26,627","26,229"
424,신사동,"27,930","27,701","27,530","20,870","26,716","19,753","27,040","18,570","26,627","18,105"
425,신사동,"27,930","27,701","27,530","20,870","26,716","19,753","27,040","18,570","18,349","26,229"
426,신사동,"27,930","27,701","27,530","20,870","26,716","19,753","27,040","18,570","18,349","18,105"
427,신사동,"27,930","27,701","27,530","20,870","26,716","19,753","19,114","26,976","26,627","26,229"
428,신사동,"27,930","27,701","27,530","20,870","26,716","19,753","19,114","26,976","26,627","18,105"
429,신사동,"27,930","27,701","27,530","20,870","26,716","19,753","19,114","26,976","18,349","26,229"
430,신사동,"27,930","27,701","27,530","20,870","26,716","19,753","19,114","26,976","18,349","18,105"
431,신사동,"27,930","27,701","27,530","20,870","26,716","19,753","19,114","18,570","26,627","26,229"
432,신사동,"27,930","27,701","27,530","20,870","26,716","19,753","19,114","18,570","26,627","18,105"
433,신사동,"27,930","27,701","27,530","20,870","26,716","19,753","19,114","18,570","18,349","26,229"
434,신사동,"27,930","27,701","27,530","20,870","26,716","19,753","19,114","18,570","18,349","18,105"
435,신사동,"27,930","27,701","27,530","20,870","20,306","26,938","27,040","26,976","26,627","26,229"
436,신사동,"27,930","27,701","27,530","20,870","20,306","26,938","27,040","26,976","26,627","18,105"
437,신사동,"27,930","27,701","27,530","20,870","20,306","26,938","27,040","26,976","18,349","26,229"
438,신사동,"27,930","27,701","27,530","20,870","20,306","26,938","27,040","26,976","18,349","18,105"
439,신사동,"27,930","27,701","27,530","20,870","20,306","26,938","27,040","18,570","26,627","26,229"
440,신사동,"27,930","27,701","27,530","20,870","20,306","26,938","27,040","18,570","26,627","18,105"
441,신사동,"27,930","27,701","27,530","20,870","20,306","26,938","27,040","18,570","18,349","26,229"
442,신사동,"27,930","27,701","27,530","20,870","20,306","26,938","27,040","18,570","18,349","18,105"
443,신사동,"27,930","27,701","27,530","20,870","20,306","26,938","19,114","26,976","26,627","26,229"
444,신사동,"27,930","27,701","27,530","20,870","20,306","26,938","19,114","26,976","26,627","18,105"
445,신사동,"27,930","27,701","27,530","20,870","20,306","26,938","19,114","26,976","18,349","26,229"
446,신사동,"27,930","27,701","27,530","20,870","20,306","26,938","19,114","26,976","18,349","18,105"
447,신사동,"27,930","27,701","27,530","20,870","20,306","26,938","19,114","18,570","26,627","26,229"
448,신사동,"27,930","27,701","27,530","20,870","20,306","26,938","19,114","18,570","26,627","18,105"
449,신사동,"27,930","27,701","27,530","20,870","20,306","26,938","19,114","18,570","18,349","26,229"
450,신사동,"27,930","27,701","27,530","20,870","20,306","26,938","19,114","18,570","18,349","18,105"
451,신사동,"27,930","27,701","27,530","20,870","20,306","19,753","27,040","26,976","26,627","26,229"
452,신사동,"27,930","27,701","27,530","20,870","20,306","19,753","27,040","26,976","26,627","18,105"
453,신사동,"27,930","27,701","27,530","20,870","20,306","19,753","27,040","26,976","18,349","26,229"
454,신사동,"27,930","27,701","27,530","20,870","20,306","19,753","27,040","26,976","18,349","18,105"
455,신사동,"27,930","27,701","27,530","20,870","20,306","19,753","27,040","18,570","26,627","26,229"
456,신사동,"27,930","27,701","27,530","20,870","20,306","19,753","27,040","18,570","26,627","18,105"
457,신사동,"27,930","27,701","27,530","20,870","20,306","19,753","27,040","18,570","18,349","26,229"
458,신사동,"27,930","27,701","27,530","20,870","20,306","19,753","27,040","18,570","18,349","18,105"
459,신사동,"27,930","27,701","27,530","20,870","20,306","19,753","19,114","26,976","26,627","26,229"
460,신사동,"27,930","27,701","27,530","20,870","20,306","19,753","19,114","26,976","26,627","18,105"
461,신사동,"27,930","27,701","27,530","20,870","20,306","19,753","19,114","26,976","18,349","26,229"
462,신사동,"27,930","27,701","27,530","20,870","20,306","19,753","19,114","26,976","18,349","18,105"
463,신사동,"27,930","27,701","27,530","20,870","20,306","19,753","19,114","18,570","26,627","26,229"
464,신사동,"27,930","27,701","27,530","20,870","20,306","19,753","19,114","18,570","26,627","18,105"
465,신사동,"27,930","27,701","27,530","20,870","20,306","19,753","19,114","18,570","18,349","26,229"
466,신사동,"27,930","27,701","27,530","20,870","20,306","19,753","19,114","18,570","18,349","18,105"
467,신사동,"27,930","27,701","21,323","25,942","26,716","26,938","27,040","26,976","26,627","26,229"
468,신사동,"27,930","27,701","21,323","25,942","26,716","26,938","27,040","26,976","26,627","18,105"
469,신사동,"27,930","27,701","21,323","25,942","26,716","26,938","27,040","26,976","18,349","26,229"
470,신사동,"27,930","27,701","21,323","25,942","26,716","26,938","27,040","26,976","18,349","18,105"
471,신사동,"27,930","27,701","21,323","25,942","26,716","26,938","27,040","18,570","26,627","26,229"
472,신사동,"27,930","27,701","21,323","25,942","26,716","26,938","27,040","18,570","26,627","18,105"
473,신사동,"27,930","27,701","21,323","25,942","26,716","26,938","27,040","18,570","18,349","26,229"
474,신사동,"27,930","27,701","21,323","25,942","26,716","26,938","27,040","18,570","18,349","18,105"
475,신사동,"27,930","27,701","21,323","25,942","26,716","26,938","19,114","26,976","26,627","26,229"
476,신사동,"27,930","27,701","21,323","25,942","26,716","26,938","19,114","26,976","26,627","18,105"
477,신사동,"27,930","27,701","21,323","25,942","26,716","26,938","19,114","26,976","18,349","26,229"
478,신사동,"27,930","27,701","21,323","25,942","26,716","26,938","19,114","26,976","18,349","18,105"
479,신사동,"27,930","27,701","21,323","25,942","26,716","26,938","19,114","18,570","26,627","26,229"
480,신사동,"27,930","27,701","21,323","25,942","26,716","26,938","19,114","18,570","26,627","18,105"
481,신사동,"27,930","27,701","21,323","25,942","26,716","26,938","19,114","18,570","18,349","26,229"
482,신사동,"27,930","27,701","21,323","25,942","26,716","26,938","19,114","18,570","18,349","18,105"
483,신사동,"27,930","27,701","21,323","25,942","26,716","19,753","27,040","26,976","26,627","26,229"
484,신사동,"27,930","27,701","21,323","25,942","26,716","19,753","27,040","26,976","26,627","18,105"
485,신사동,"27,930","27,701","21,323","25,942","26,716","19,753","27,040","26,976","18,349","26,229"
486,신사동,"27,930","27,701","21,323","25,942","26,716","19,753","27,040","26,976","18,349","18,105"
487,신사동,"27,930","27,701","21,323","25,942","26,716","19,753","27,040","18,570","26,627","26,229"
488,신사동,"27,930","27,701","21,323","25,942","26,716","19,753","27,040","18,570","26,627","18,105"
489,신사동,"27,930","27,701","21,323","25,942","26,716","19,753","27,040","18,570","18,349","26,229"
490,신사동,"27,930","27,701","21,323","25,942","26,716","19,753","27,040","18,570","18,349","18,105"
491,신사동,"27,930","27,701","21,323","25,942","26,716","19,753","19,114","26,976","26,627","26,229"
492,신사동,"27,930","27,701","21,323","25,942","26,716","19,753","19,114","26,976","26,627","18,105"
493,신사동,"27,930","27,701","21,323","25,942","26,716","19,753","19,114","26,976","18,349","26,229"
494,신사동,"27,930","27,701","21,323","25,942","26,716","19,753","19,114","26,976","18,349","18,105"
495,신사동,"27,930","27,701","21,323","25,942","26,716","19,753","19,114","18,570","26,627","26,229"
496,신사동,"27,930","27,701","21,323","25,942","26,716","19,753","19,114","18,570","26,627","18,105"
497,신사동,"27,930","27,701","21,323","25,942","26,716","19,753","19,114","18,570","18,349","26,229"
498,신사동,"27,930","27,701","21,323","25,942","26,716","19,753","19,114","18,570","18,349","18,105"
499,신사동,"27,930","27,701","21,323","25,942","20,306","26,938","27,040","26,976","26,627","26,229"
500,신사동,"27,930","27,701","21,323","25,942","20,306","26,938","27,040","26,976","26,627","18,105"
501,신사동,"27,930","27,701","21,323","25,942","20,306","26,938","27,040","26,976","18,349","26,229"
502,신사동,"27,930","27,701","21,323","25,942","20,306","26,938","27,040","26,976","18,349","18,105"
503,신사동,"27,930","27,701","21,323","25,942","20,306","26,938","27,040","18,570","26,627","26,229"
504,신사동,"27,930","27,701","21,323","25,942","20,306","26,938","27,040","18,570","26,627","18,105"
505,신사동,"27,930","27,701","21,323","25,942","20,306","26,938","27,040","18,570","18,349","26,229"
506,신사동,"27,930","27,701","21,323","25,942","20,306","26,938","27,040","18,570","18,349","18,105"
507,신사동,"27,930","27,701","21,323","25,942","20,306","26,938","19,114","26,976","26,627","26,229"
508,신사동,"27,930","27,701","21,323","25,942","20,306","26,938","19,114","26,976","26,627","18,105"
509,신사동,"27,930","27,701","21,323","25,942","20,306","26,938","19,114","26,976","18,349","26,229"
510,신사동,"27,930","27,701","21,323","25,942","20,306","26,938","19,114","26,976","18,349","18,105"
511,신사동,"27,930","27,701","21,323","25,942","20,306","26,938","19,114","18,570","26,627","26,229"
512,신사동,"27,930","27,701","21,323","25,942","20,306","26,938","19,114","18,570","26,627","18,105"
513,신사동,"27,930","27,701","21,323","25,942","20,306","26,938","19,114","18,570","18,349","26,229"
514,신사동,"27,930","27,701","21,323","25,942","20,306","26,938","19,114","18,570","18,349","18,105"
515,신사동,"27,930","27,701","21,323","25,942","20,306","19,753","27,040","26,976","26,627","26,229"
516,신사동,"27,930","27,701","21,323","25,942","20,306","19,753","27,040","26,976","26,627","18,105"
517,신사동,"27,930","27,701","21,323","25,942","20,306","19,753","27,040","26,976","18,349","26,229"
518,신사동,"27,930","27,701","21,323","25,942","20,306","19,753","27,040","26,976","18,349","18,105"
519,신사동,"27,930","27,701","21,323","25,942","20,306","19,753","27,040","18,570","26,627","26,229"
520,신사동,"27,930","27,701","21,323","25,942","20,306","19,753","27,040","18,570","26,627","18,105"
521,신사동,"27,930","27,701","21,323","25,942","20,306","19,753","27,040","18,570","18,349","26,229"
522,신사동,"27,930","27,701","21,323","25,942","20,306","19,753","27,040","18,570","18,349","18,105"
523,신사동,"27,930","27,701","21,323","25,942","20,306","19,753","19,114","26,976","26,627","26,229"
524,신사동,"27,930","27,701","21,323","25,942","20,306","19,753","19,114","26,976","26,627","18,105"
525,신사동,"27,930","27,701","21,323","25,942","20,306","19,753","19,114","26,976","18,349","26,229"
526,신사동,"27,930","27,701","21,323","25,942","20,306","19,753","19,114","26,976","18,349","18,105"
527,신사동,"27,930","27,701","21,323","25,942","20,306","19,753","19,114","18,570","26,627","26,229"
528,신사동,"27,930","27,701","21,323","25,942","20,306","19,753","19,114","18,570","26,627","18,105"
529,신사동,"27,930","27,701","21,323","25,942","20,306","19,753","19,114","18,570","18,349","26,229"
530,신사동,"27,930","27,701","21,323","25,942","20,306","19,753","19,114","18,570","18,349","18,105"
531,신사동,"27,930","27,701","21,323","20,870","26,716","26,938","27,040","26,976","26,627","26,229"
532,신사동,"27,930","27,701","21,323","20,870","26,716","26,938","27,040","26,976","26,627","18,105"
533,신사동,"27,930","27,701","21,323","20,870","26,716","26,938","27,040","26,976","18,349","26,229"
534,신사동,"27,930","27,701","21,323","20,870","26,716","26,938","27,040","26,976","18,349","18,105"
535,신사동,"27,930","27,701","21,323","20,870","26,716","26,938","27,040","18,570","26,627","26,229"
536,신사동,"27,930","27,701","21,323","20,870","26,716","26,938","27,040","18,570","26,627","18,105"
537,신사동,"27,930","27,701","21,323","20,870","26,716","26,938","27,040","18,570","18,349","26,229"
538,신사동,"27,930","27,701","21,323","20,870","26,716","26,938","27,040","18,570","18,349","18,105"
539,신사동,"27,930","27,701","21,323","20,870","26,716","26,938","19,114","26,976","26,627","26,229"
540,신사동,"27,930","27,701","21,323","20,870","26,716","26,938","19,114","26,976","26,627","18,105"
541,신사동,"27,930","27,701","21,323","20,870","26,716","26,938","19,114","26,976","18,349","26,229"
542,신사동,"27,930","27,701","21,323","20,870","26,716","26,938","19,114","26,976","18,349","18,105"
543,신사동,"27,930","27,701","21,323","20,870","26,716","26,938","19,114","18,570","26,627","26,229"
544,신사동,"27,930","27,701","21,323","20,870","26,716","26,938","19,114","18,570","26,627","18,105"
545,신사동,"27,930","27,701","21,323","20,870","26,716","26,938","19,114","18,570","18,349","26,229"
546,신사동,"27,930","27,701","21,323","20,870","26,716","26,938","19,114","18,570","18,349","18,105"
547,신사동,"27,930","27,701","21,323","20,870","26,716","19,753","27,040","26,976","26,627","26,229"
548,신사동,"27,930","27,701","21,323","20,870","26,716","19,753","27,040","26,976","26,627","18,105"
549,신사동,"27,930","27,701","21,323","20,870","26,716","19,753","27,040","26,976","18,349","26,229"
550,신사동,"27,930","27,701","21,323","20,870","26,716","19,753","27,040","26,976","18,349","18,105"
551,신사동,"27,930","27,701","21,323","20,870","26,716","19,753","27,040","18,570","26,627","26,229"
552,신사동,"27,930","27,701","21,323","20,870","26,716","19,753","27,040","18,570","26,627","18,105"
553,신사동,"27,930","27,701","21,323","20,870","26,716","19,753","27,040","18,570","18,349","26,229"
554,신사동,"27,930","27,701","21,323","20,870","26,716","19,753","27,040","18,570","18,349","18,105"
555,신사동,"27,930","27,701","21,323","20,870","26,716","19,753","19,114","26,976","26,627","26,229"
556,신사동,"27,930","27,701","21,323","20,870","26,716","19,753","19,114","26,976","26,627","18,105"
557,신사동,"27,930","27,701","21,323","20,870","26,716","19,753","19,114","26,976","18,349","26,229"
558,신사동,"27,930","27,701","21,323","20,870","26,716","19,753","19,114","26,976","18,349","18,105"
559,신사동,"27,930","27,701","21,323","20,870","26,716","19,753","19,114","18,570","26,627","26,229"
560,신사동,"27,930","27,701","21,323","20,870","26,716","19,753","19,114","18,570","26,627","18,105"
561,신사동,"27,930","27,701","21,323","20,870","26,716","19,753","19,114","18,570","18,349","26,229"
562,신사동,"27,930","27,701","21,323","20,870","26,716","19,753","19,114","18,570","18,349","18,105"
563,신사동,"27,930","27,701","21,323","20,870","20,306","26,938","27,040","26,976","26,627","26,229"
564,신사동,"27,930","27,701","21,323","20,870","20,306","26,938","27,040","26,976","26,627","18,105"
565,신사동,"27,930","27,701","21,323","20,870","20,306","26,938","27,040","26,976","18,349","26,229"
566,신사동,"27,930","27,701","21,323","20,870","20,306","26,938","27,040","26,976","18,349","18,105"
567,신사동,"27,930","27,701","21,323","20,870","20,306","26,938","27,040","18,570","26,627","26,229"
568,신사동,"27,930","27,701","21,323","20,870","20,306","26,938","27,040","18,570","26,627","18,105"
569,신사동,"27,930","27,701","21,323","20,870","20,306","26,938","27,040","18,570","18,349","26,229"
570,신사동,"27,930","27,701","21,323","20,870","20,306","26,938","27,040","18,570","18,349","18,105"
571,신사동,"27,930","27,701","21,323","20,870","20,306","26,938","19,114","26,976","26,627","26,229"
572,신사동,"27,930","27,701","21,323","20,870","20,306","26,938","19,114","26,976","26,627","18,105"
573,신사동,"27,930","27,701","21,323","20,870","20,306","26,938","19,114","26,976","18,349","26,229"
574,신사동,"27,930","27,701","21,323","20,870","20,306","26,938","19,114","26,976","18,349","18,105"
575,신사동,"27,930","27,701","21,323","20,870","20,306","26,938","19,114","18,570","26,627","26,229"
576,신사동,"27,930","27,701","21,323","20,870","20,306","26,938","19,114","18,570","26,627","18,105"
577,신사동,"27,930","27,701","21,323","20,870","20,306","26,938","19,114","18,570","18,349","26,229"
578,신사동,"27,930","27,701","21,323","20,870","20,306","26,938","19,114","18,570","18,349","18,105"
579,신사동,"27,930","27,701","21,323","20,870","20,306","19,753","27,040","26,976","26,627","26,229"
580,신사동,"27,930","27,701","21,323","20,870","20,306","19,753","27,040","26,976","26,627","18,105"
581,신사동,"27,930","27,701","21,323","20,870","20,306","19,753","27,040","26,976","18,349","26,229"
582,신사동,"27,930","27,701","21,323","20,870","20,306","19,753","27,040","26,976","18,349","18,105"
583,신사동,"27,930","27,701","21,323","20,870","20,306","19,753","27,040","18,570","26,627","26,229"
